id,t_key0,t_mode0,t_dur0,t_dance0,t_energy0,t_speech0,t_acous0,t_ins0,t_live0,t_val0,t_tempo0,popularity,ClasePopularidad
116295,3.8734888947185526,1.0,102.07743079787181,1.1360050872712266,0.6520678964564741,0.03880600295375798,0.24529653931708886,4.449924350303344e-06,0.0613705302106063,0.3138699973235678,20.325736613418584,56.0,3
101223,1.5954046701792832,1.0,163.22244698177212,1.5596662548015996,1.375891738754279,0.09060307936342737,0.0009985074215780052,0.14447400452140904,0.07989911657900556,0.2379518317566936,32.51931053150299,22.0,2
47928,4.359420297063979,1.0,113.53184941196915,1.5938012385170417,1.5041555707270489,0.052763485958896315,0.030623186158508873,0.00555873825857915,0.07019179955181257,0.776168433327982,26.36946594164198,22.0,2
88722,3.8734888947185526,1.0,96.79205812933237,1.2892589833751722,1.5953197172832554,0.04871393016190604,0.15117404619604882,0.0,0.03487806120731538,0.8626292929092049,32.61825290716981,50.0,3
111363,4.359420297063979,0.0,102.64081406076977,1.8149949763323978,1.0315616340740767,0.03671076135865481,0.015052670749623293,1.6099900975335984e-06,0.08961697180138366,0.83816883422158,25.157346215155563,35.0,2
45158,3.8734888947185526,1.0,113.44960784570807,1.3857033001504,1.2248361715785023,0.09998279564810289,0.14041716849248734,0.0,0.08892922146113329,0.5897388493687425,24.551726682887935,55.0,3
102895,3.8734888947185526,0.0,119.9414437142965,2.3432142243309544,0.7197556421986229,0.06417169333490969,0.06354836072741772,1.869866416504944e-05,0.13475720148788725,0.7991725886275585,26.503948722109374,2.0,1
72466,0.8729237960685747,1.0,101.22107173727227,1.469594075995497,0.9633865815385626,0.10558557484994556,0.054177531831692875,0.0,0.127477660814705,0.6275089210012507,27.181210356678775,14.0,1
41272,3.8734888947185526,0.0,105.03030471084469,1.8975212309367018,0.8870481902572912,0.04420996755270364,0.19410599553819916,1.00999610304248e-06,0.07782218133047565,0.32315831953970536,23.19347567656983,18.0,1
68114,2.8187019327400415,0.0,138.43077770695237,1.0770676518768136,1.4608009109077953,0.0375034975711657,0.014670307242769725,0.0,0.09630503739305839,0.7255949301235987,25.545777473887313,59.0,3
129571,0.8729237960685747,1.0,132.35127676633596,0.4997366818032193,0.6200563652945205,0.05223874796240497,0.18071496957428582,0.12651942929554777,0.1286454127497361,0.13277101127157256,27.65064576413751,26.0,2
4573,5.270402919555728,0.0,74.35040019811765,1.0468601696080393,1.5351222569887646,0.06408679100198414,0.11056948531610503,0.13056191703668243,0.12189331958479457,0.47034124725461807,25.998245305629418,60.0,3
148097,0.8729237960685747,0.0,91.19472244860057,1.2054289365650035,0.8648633983505534,0.08307477045552311,0.19120349216543067,0.0,0.07567160824088055,0.44052060328707565,28.810585601545434,9.0,1
147326,2.2347790972692847,1.0,43.00115237326583,1.0937363102765087,0.04858048340736716,0.05181565126756302,0.37546698519397426,0.14867172904293086,0.07523239892812213,0.11822862464937402,24.541019011026656,24.0,2
112551,3.8734888947185526,1.0,90.46776466198928,1.5630607856789878,1.1489248436581905,0.03177121942571288,0.024374542735718808,0.0014815549065134545,0.08346099797721568,0.41963386859254553,26.504740753212623,54.0,3
140842,1.5954046701792832,0.0,85.38197170687862,0.7878026043205946,0.7290986416722333,0.06056899347599804,0.25245860989718805,0.0,0.049393163704555515,0.43326532827849606,21.751724272393048,6.0,1
130421,3.8734888947185526,0.0,81.22928612512055,1.118994836962445,0.40477912211058376,0.10778519756106948,0.2734702794283452,0.12723460927672117,0.10807879371519308,0.24550549440299702,19.445628671052468,24.0,2
134530,3.8734888947185526,0.0,130.54436820235685,0.894973419029556,1.2085504470647377,0.0348276256741792,0.0049628827947468266,0.13535646925880043,0.0871683763464321,0.5187756560357797,29.956084569004254,25.0,2
31255,0.0,0.0,84.84640347031494,1.5026002500984885,1.0840160438442659,0.0922046756153921,0.17605677726748614,0.0,0.06776790858230537,0.4901273516485307,22.21385172045528,35.0,2
12785,3.8734888947185526,1.0,130.45367716273208,0.6523964334949977,1.4330683324670566,0.048434390233585034,0.007905355408465476,0.14837748970852394,0.10763668424520846,0.33242870780868683,24.14792810446224,4.0,1
98392,5.270402919555728,1.0,109.03187632392189,1.8447560866349892,1.2577051317354402,0.05728647994439301,0.006770706552279212,0.0003924106318014437,0.12589889796497586,0.42963383258994,27.02024409071831,33.0,2
45619,0.0,0.0,104.95234040682203,1.118994836962445,0.6112701219434091,0.05728647994439301,0.27530299669178177,0.0,0.10979175009955786,0.3665759448262392,23.479533014457285,72.0,4
24257,2.8187019327400415,1.0,105.19140474282126,1.5938012385170417,0.7997003910201359,0.11603282887980303,0.2548947281539505,0.0,0.07782218133047565,0.5844482889534299,26.89889362793374,18.0,1
32293,4.359420297063979,1.0,158.4010888956677,1.3447891658434425,1.1489248436581905,0.03240626058843419,0.08447906426358778,0.0,0.06966589041838928,0.3573704774766336,25.555115479082,65.0,4
44893,3.3619272090003314,0.0,107.36542322634284,1.935746617173092,0.9633865815385626,0.08539062362786198,0.1265845613342817,4.999904494892602e-06,0.07824336696713255,0.5419401383143957,28.56043151503259,34.0,2
